ticker,report_pair_id,population,analyzed_words,words_vs_baseline_pct,net_tone_change,net_tone_change_delta_vs_baseline,positive_rate_change,negative_rate_change,uncertainty_rate_change,litigious_rate_change,constraining_rate_change,strong_modal_rate_change,weak_modal_rate_change
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,6_exclude_ambiguous,70924,0.9618117710876051,-2.3707198774985585,-0.3958760450609997,-0.09958406296976108,2.2711358145287974,0.8646310381353484,-0.5050650529598188,-0.28623656772928374,0.5488816588501813,0.8987558728005234
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,7_exclude_collision_flagged,30606,0.4150528885272579,0.7375781020775616,2.7124219345151204,6.080945745649508,5.343367643571947,1.4601610383367376,-0.566595317827141,0.11397950047150829,0.9739820339507874,1.1768498458800105
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,8_exclude_split_merge_flagged,73740,1.0,-1.9748438324375588,0.0,0.3175653371885119,2.2924091696260707,0.6905135529241031,-0.4424663253755341,-0.22717588257655796,0.37804450136725887,0.7629798173917322
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,1_all_alignments,97078,1.0,4.467694352471748,0.0,8.859129587780268,4.391435235308521,-0.3788777546359654,-2.604224524218746,-1.1892341470913177,-1.382791403928746,-1.365099417811088
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,2_exclude_needs_review,57686,0.5942232019613095,7.566177702456036,3.0984833499842885,12.1690145350222,4.6028368325661635,0.10910273995380049,-5.766881093856471,-1.9720142630269075,-1.2849748697105108,-1.8805325105698607
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,3_high_medium_low,57686,0.5942232019613095,7.566177702456036,3.0984833499842885,12.1690145350222,4.6028368325661635,0.10910273995380049,-5.766881093856471,-1.9720142630269075,-1.2849748697105108,-1.8805325105698607
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,4_high_medium_only,52634,0.5421825748367293,8.259873155371872,3.792178802900125,13.176290605008996,4.916417449637123,0.3884950028968266,-6.221222682322793,-2.196611535300563,-1.2937189534437414,-1.8012163166462527
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,5_high_only,0,0.0,,,,,,,,,
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,6_exclude_ambiguous,93478,0.9629164177259524,4.754589022643108,0.2868946701713604,8.909992628247442,4.155403605604334,-0.43408969569347544,-2.593727686658413,-1.042286294124045,-1.3849355279776714,-1.2663992558985602
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,7_exclude_collision_flagged,62736,0.6462432270957374,6.686248599544241,2.2185542470724933,11.565253402475111,4.87900480293087,0.12950071590394963,-5.407732054166677,-2.223537263281365,-1.233368611598244,-1.933375036168127
